libcolorhug2	1.4.7-1build2
libcom-err2	1.47.0-2.4~exp1ubuntu4.1
libcommons-logging-java	1.3.0-1ubuntu1
libcommons-parent-java	56-1
libcompress-raw-lzma-perl	2.209-1build2
libcrack2	2.9.6-5.1build2
libcrypt-dev	1:4.4.36-4build1
libcrypt-rc4-perl	2.02-5
libcrypt1	1:4.4.36-4build1
libcryptsetup12	2:2.7.0-1ubuntu4.2
libctf-nobfd0	2.42-4ubuntu2.6
libctf0	2.42-4ubuntu2.6
libcue2	2.2.1-4.1build1
libcups2t64	2.4.7-1.2ubuntu7.4
libcupsfilters2-common	2.0.0-0ubuntu7.2
libcupsfilters2t64	2.0.0-0ubuntu7.2
libcupsimage2t64	2.4.7-1.2ubuntu7.4
libcurl3t64-gnutls	8.5.0-2ubuntu10.6
libcurl4-openssl-dev	8.5.0-2ubuntu10.6
libcurl4t64	8.5.0-2ubuntu10.6
libdaemon0	0.14-7.1ubuntu4
libdata-dump-perl	1.25-1
libdate-calc-perl	6.4-2
libdate-calc-xs-perl	6.4-2build4
libdate-manip-perl	6.95-1
libdatrie-dev	0.2.13-3build1
libdatrie1	0.2.13-3build1
libdav1d7	1.4.1-1build1
libdb5.3t64	5.3.28+dfsg2-7
libdbus-1-3	1.14.10-4ubuntu4.1
libdbus-1-dev	1.14.10-4ubuntu4.1
libdbus-glib-1-2	0.112-3build2
libdbusmenu-glib4	18.10.20180917~bzr492+repack1-3.1ubuntu5
libdbusmenu-gtk3-4	18.10.20180917~bzr492+repack1-3.1ubuntu5
libdc1394-25	2.2.6-4build1
libdc1394-dev	2.2.6-4build1
libdconf1	0.40.0-4ubuntu0.1
libde265-0	1.0.15-1build3
libdebconfclient0	0.271ubuntu3
libdebuginfod-common	0.190-1.1ubuntu0.1
libdebuginfod1t64	0.190-1.1ubuntu0.1
libdecor-0-0	0.2.2-1build2
libdecor-0-plugin-1-gtk	0.2.2-1build2
libdee-1.0-4	1.2.7+17.10.20170616-7build5
libdeflate-dev	1.19-1build1.1
libdeflate0	1.19-1build1.1
libdevmapper-event1.02.1	2:1.02.185-3ubuntu3.2
libdevmapper1.02.1	2:1.02.185-3ubuntu3.2
libdhash1t64	0.6.2-2.1build1
libdigest-perl-md5-perl	1.9-5
libdjvulibre-text	3.5.28-2ubuntu0.24.04.1
libdjvulibre21	3.5.28-2ubuntu0.24.04.1
libdotconf0	1.3-0.3fakesync1build3
libdouble-conversion3	3.3.0-1build1
libdpkg-perl	1.22.6ubuntu6.5
libdrm-amdgpu-amdgpu1	1:2.4.120.60201-2038383.24.04
libdrm-amdgpu-common	1.0.0.60201-2038383.24.04
libdrm-amdgpu-dev	1:2.4.120.60201-2038383.24.04
libdrm-amdgpu-radeon1	1:2.4.120.60201-2038383.24.04
libdrm-amdgpu1	2.4.124+git2501180500.a7eb2c~oibaf~n
libdrm-common	2.4.124+git2501180500.a7eb2c~oibaf~n
libdrm-dev	2.4.124+git2501180500.a7eb2c~oibaf~n
libdrm-intel1	2.4.124+git2501180500.a7eb2c~oibaf~n
libdrm-nouveau2	2.4.124+git2501180500.a7eb2c~oibaf~n
libdrm-radeon1	2.4.124+git2501180500.a7eb2c~oibaf~n
libdrm2	2.4.124+git2501180500.a7eb2c~oibaf~n
libdrm2-amdgpu	1:2.4.120.60201-2038383.24.04
libduktape207	2.7.0+tests-0ubuntu3
libdv4t64	1.0.0-17.1build1
libdvdread8t64	6.1.3-1.1build1
libdw1t64	0.190-1.1ubuntu0.1
libeatmydata1	131-1ubuntu1
libebackend-1.2-11t64	3.52.3-0ubuntu1
libebook-1.2-21t64	3.52.3-0ubuntu1
libebook-contacts-1.2-4t64	3.52.3-0ubuntu1
libecal-2.0-3	3.52.3-0ubuntu1
libedata-book-1.2-27t64	3.52.3-0ubuntu1
libedata-cal-2.0-2t64	3.52.3-0ubuntu1
libedataserver-1.2-27t64	3.52.3-0ubuntu1
libedataserverui-1.2-4t64	3.52.3-0ubuntu1
libedit2	3.1-20230828-1build1
libeditorconfig0	0.12.7-0.1
libefiboot1t64	38-3.1build1
libefivar1t64	38-3.1build1
libegl-dev	1.7.0-1build1
libegl-mesa0	25.0.7-0ubuntu0.24.04.2
libegl1	1.7.0-1build1
libegl1-mesa-dev	25.0.7-0ubuntu0.24.04.2
libei1	1.2.1-1
libeis1	1.2.1-1
libelf-dev	0.190-1.1ubuntu0.1
libelf1t64	0.190-1.1ubuntu0.1
libenchant-2-2	2.3.3-2build2
libencode-locale-perl	1.05-3
libepoxy-dev	1.5.10-1build1
libepoxy0	1.5.10-1build1
liberror-perl	0.17029-2
libespeak-ng1	1.51+dfsg-12build1
libestr0	0.1.11-1build1
libevdev2	1.13.1+dfsg-1build1
libevdocument3-4t64	46.3.1-0ubuntu1
libevent-core-2.1-7t64	2.1.12-stable-9ubuntu2
libevent-pthreads-2.1-7t64	2.1.12-stable-9ubuntu2
libevview3-3t64	46.3.1-0ubuntu1
libexempi8	2.6.5-1build1
libexif-dev	0.6.24-1build2
libexif-doc	0.6.24-1build2
libexif12	0.6.24-1build2
libexiv2-27	0.27.6-1build1
libexpat1	2.6.1-2ubuntu0.3
libexpat1-dev	2.6.1-2ubuntu0.3
libext2fs2t64	1.47.0-2.4~exp1ubuntu4.1
libextutils-depends-perl	0.8001-2
libfabric1	1.17.0-3build2
libfakeroot	1.33-1
libfastjson4	1.2304.0-1build1
libfdisk1	2.39.3-9ubuntu6.3
libffi-dev	3.4.6-1build1
libffi8	3.4.6-1build1
libfftw3-double3	3.3.10-1ubuntu3
libfftw3-single3	3.3.10-1ubuntu3
libfido2-1	1.14.0-1build3
libfile-basedir-perl	0.09-2
libfile-copy-recursive-perl	0.45-4
libfile-desktopentry-perl	0.22-3
libfile-fcntllock-perl	0.22-4ubuntu5
libfile-listing-perl	6.16-1
libfile-mimeinfo-perl	0.34-1
libfile-which-perl	1.27-2
libflac12t64	1.4.3+ds-2.1ubuntu2
libflashrom1	1.3.0-2.1ubuntu2
libflite1	2.2-6build3
libfont-afm-perl	1.20-4
libfontbox-java	1:1.8.16-5
libfontconfig-dev	2.15.0-1.1ubuntu2
libfontconfig1	2.15.0-1.1ubuntu2
libfontenc1	1:1.1.8-1build1
libfprint-2-2	1:1.94.7+tod1-0ubuntu5~24.04.4
libfprint-2-tod1	1:1.94.7+tod1-0ubuntu5~24.04.4
libfreeaptx0	0.1.1-2build1
libfreerdp-server3-3	3.5.1+dfsg1-0ubuntu1.1
libfreerdp3-3	3.5.1+dfsg1-0ubuntu1.1
libfreetype-dev	2.13.2+dfsg-1build3
libfreetype6	2.13.2+dfsg-1build3
libfreexl1	2.0.0-1build2
libfribidi-dev	1.0.13-3build1
libfribidi0	1.0.13-3build1
libftdi1-2	1.5-6build5
libfuse2t64	2.9.9-8.1build1
libfuse3-3	3.14.0-5build1
libfwupd2	1.9.31-0ubuntu1~24.04.1
libfyba0t64	4.1.1-11build1
libgail-common	2.24.33-4ubuntu1.1
libgail18t64	2.24.33-4ubuntu1.1
libgamemode0	1.8.1-2build1
libgamemodeauto0	1.8.1-2build1
libgav1-1	0.18.0-1build3
libgbm1	25.0.7-0ubuntu0.24.04.2
libgc1	1:8.2.6-1build1
libgcc-11-dev	11.5.0-1ubuntu1~24.04
libgcc-13-dev	13.3.0-6ubuntu2~24.04
libgcc-s1	14.2.0-4ubuntu2~24.04
libgck-1-0	3.41.2-1build3
libgck-2-2	4.2.0-5
libgcr-4-4	4.2.0-5
libgcr-base-3-1	3.41.2-1build3
libgcr-ui-3-1	3.41.2-1build3
libgcrypt20	1.10.3-2build1
libgd3	2.3.3-9ubuntu5
libgdal34t64	3.8.4+dfsg-3ubuntu3
libgdata-common	0.18.1-6build2
libgdata22	0.18.1-6build2
libgdbm-compat4t64	1.23-5.1build1
libgdbm6t64	1.23-5.1build1
libgdcm-dev	3.0.22-2.1ubuntu1
libgdcm3.0t64	3.0.22-2.1ubuntu1
libgdk-pixbuf-2.0-0	2.42.10+dfsg-3ubuntu3.2
libgdk-pixbuf-2.0-dev	2.42.10+dfsg-3ubuntu3.2
libgdk-pixbuf2.0-bin	2.42.10+dfsg-3ubuntu3.2
libgdk-pixbuf2.0-common	2.42.10+dfsg-3ubuntu3.2
libgdm1	46.2-1ubuntu1~24.04.4
libgee-0.8-2	0.20.6-1build2
libgeoclue-2-0	2.7.0-3ubuntu7
libgeocode-glib-2-0	3.26.3-6build3
libgeos-c1t64	3.12.1-3build1
libgeos3.12.1t64	3.12.1-3build1
libgeotiff5	1.7.1-5build1
libgexiv2-2	0.14.2-2build3
libgfortran5	14.2.0-4ubuntu2~24.04
libgif7	5.2.2-1ubuntu1
libgirepository-1.0-1	1.80.1-1
libgirepository-2.0-0	2.80.0-6ubuntu3.4
libgit2-1.7	1.7.2+ds-1ubuntu3
libgjs0g	1.80.2-1build2
libgl-dev	1.7.0-1build1
libgl1	1.7.0-1build1
libgl1-mesa-dri	25.0.7-0ubuntu0.24.04.2
libgl2ps1.4	1.4.2+dfsg1-2build1
libgles-dev	1.7.0-1build1
libgles1	1.7.0-1build1
libgles2	1.7.0-1build1
libglew2.2	2.2.0-4build1
libglib-object-introspection-perl	0.051-1build3
libglib-perl	3:1.329.3-3build3
libglib2.0-0t64	2.80.0-6ubuntu3.4
libglib2.0-bin	2.80.0-6ubuntu3.4
libglib2.0-data	2.80.0-6ubuntu3.4
libglib2.0-dev	2.80.0-6ubuntu3.4
libglib2.0-dev-bin	2.80.0-6ubuntu3.4
libglibmm-2.68-1t64	2.78.1-2.2build2
libglu1-mesa	9.0.2-1.1build1
libglvnd-core-dev	1.7.0-1build1
libglvnd-dev	1.7.0-1build1
libglvnd0	1.7.0-1build1
libglx-dev	1.7.0-1build1
libglx-mesa0	25.0.7-0ubuntu0.24.04.2
libglx0	1.7.0-1build1
libgme0	0.6.3-7build1
libgmp10	2:6.3.0+dfsg-2ubuntu6.1
libgnome-autoar-0-0	0.4.4-2build4
libgnome-bg-4-2t64	44.0-5build2
libgnome-bluetooth-3.0-13	46.0-1ubuntu1
libgnome-bluetooth-ui-3.0-13	46.0-1ubuntu1
libgnome-desktop-3-20t64	44.0-5build2
libgnome-desktop-4-2t64	44.0-5build2
libgnome-menu-3-0	3.36.0-1.1ubuntu3
libgnome-rr-4-2t64	44.0-5build2
libgnomekbd-common	3.28.1-1build3
libgnomekbd8	3.28.1-1build3
libgnutls30t64	3.8.3-1.1ubuntu3.4
libgoa-1.0-0b	3.50.4-0ubuntu2
libgoa-1.0-common	3.50.4-0ubuntu2
libgoa-backend-1.0-2	3.50.4-0ubuntu2
libgomp1	14.2.0-4ubuntu2~24.04
libgpg-error-l10n	1.47-3build2.1
libgpg-error0	1.47-3build2.1
libgpgme11t64	1.18.0-4.1ubuntu4
libgphoto2-6t64	2.5.31-2.1build2
libgphoto2-dev	2.5.31-2.1build2
libgphoto2-l10n	2.5.31-2.1build2
libgphoto2-port12t64	2.5.31-2.1build2
libgpm2	1.20.7-11
libgprofng0	2.42-4ubuntu2.6
libgraphene-1.0-0	1.10.8-3build2
libgraphite2-3	1.3.14-2build1
libgraphite2-dev	1.3.14-2build1
libgs-common	10.02.1~dfsg1-0ubuntu7.8
libgs10	10.02.1~dfsg1-0ubuntu7.8
libgs10-common	10.02.1~dfsg1-0ubuntu7.8
libgsf-1-114	1.14.51-2ubuntu0.1
libgsf-1-common	1.14.51-2ubuntu0.1
libgsm1	1.0.22-1build1
libgsound0t64	1.0.3-3.2build2
libgspell-1-2	1.12.2-1build4
libgspell-1-common	1.12.2-1build4
libgssapi-krb5-2	1.20.1-6ubuntu2.6
libgssdp-1.6-0	1.6.3-1build3
libgstreamer-gl1.0-0	1.24.2-1ubuntu0.3
libgstreamer-plugins-bad1.0-0	1.24.2-1ubuntu4
libgstreamer-plugins-base1.0-0	1.24.2-1ubuntu0.3
libgstreamer-plugins-good1.0-0	1.24.2-1ubuntu1.2
libgstreamer1.0-0	1.24.2-1ubuntu0.1
libgtk-3-0t64	3.24.41-4ubuntu1.3
libgtk-3-bin	3.24.41-4ubuntu1.3
libgtk-3-common	3.24.41-4ubuntu1.3
libgtk-3-dev	3.24.41-4ubuntu1.3
libgtk-4-1	4.14.5+ds-0ubuntu0.6
libgtk-4-bin	4.14.5+ds-0ubuntu0.6
libgtk-4-common	4.14.5+ds-0ubuntu0.6
libgtk-4-media-gstreamer	4.14.5+ds-0ubuntu0.6
libgtk2.0-0t64	2.24.33-4ubuntu1.1
libgtk2.0-bin	2.24.33-4ubuntu1.1
libgtk2.0-common	2.24.33-4ubuntu1.1
libgtk3-perl	0.038-3
libgtkmm-4.0-0	4.10.0-4build3
libgtksourceview-5-0	5.12.0-1build1
libgtksourceview-5-common	5.12.0-1build1
libgtop-2.0-11	2.41.3-1ubuntu0.24.04.1
libgtop2-common	2.41.3-1ubuntu0.24.04.1
libgudev-1.0-0	1:238-5ubuntu1
libgumbo2	0.12.0+dfsg-2build1
libgupnp-1.6-0	1.6.6-1build3
libgupnp-av-1.0-3	0.14.1-2build2
libgupnp-dlna-2.0-4	0.12.0-4build2
libgupnp-igd-1.6-0	1.6.0-3build3
libgusb2	0.4.8-1build2
libgweather-4-0t64	4.4.2-1build1
libgweather-4-common	4.4.2-1build1
libgxps2t64	0.3.2-4build3
libhandy-1-0	1.8.3-1build2
libharfbuzz-cairo0	8.3.0-2build2
libharfbuzz-dev	8.3.0-2build2
libharfbuzz-gobject0	8.3.0-2build2
libharfbuzz-icu0	8.3.0-2build2
libharfbuzz-subset0	8.3.0-2build2
libharfbuzz0b	8.3.0-2build2
libhdf4-0-alt	4.2.16-4build1
libhdf5-103-1t64	1.10.10+repack-3.1ubuntu4
libhdf5-hl-100t64	1.10.10+repack-3.1ubuntu4
libheif-plugin-aomdec	1.17.6-1ubuntu4.1
libheif-plugin-aomenc	1.17.6-1ubuntu4.1
libheif-plugin-libde265	1.17.6-1ubuntu4.1
libheif1	1.17.6-1ubuntu4.1
libhogweed6t64	3.9.1-2.2build1.1
libhpmud0	3.23.12+dfsg0-0ubuntu5
libhsa-runtime64-1	5.7.1-2build1
libhsakmt1	5.7.0-1build1
libhtml-form-perl	6.11-1
libhtml-format-perl	2.16-2
libhtml-parser-perl	3.81-1build3
libhtml-tagset-perl	3.20-6
libhtml-tree-perl	5.07-3
libhttp-cookies-perl	6.11-1
libhttp-daemon-perl	6.16-1
libhttp-date-perl	6.06-1
libhttp-message-perl	6.45-1ubuntu1
libhttp-negotiate-perl	6.01-2
libhttp-parser2.9	2.9.4-6build1
libhunspell-1.7-0	1.7.2+really1.7.2-10build3
libhwasan0	14.2.0-4ubuntu2~24.04
libhwloc-plugins	2.10.0-1build1
libhwloc15	2.10.0-1build1
libhwy1t64	1.0.7-8.1build1
libhyphen0	2.8.8-7build3
libibus-1.0-5	1.5.29-2
libibverbs1	50.0-2ubuntu0.2
libical3t64	3.0.17-1.1build3
libice-dev	2:1.0.10-1build3
libice6	2:1.0.10-1build3
libicu-dev	74.2-1ubuntu3.1
libicu74	74.2-1ubuntu3.1
libid3tag0	0.15.1b-14build1
libidn12	1.42-1build1
libidn2-0	2.3.7-2build1.1
libiec61883-0	1.2.0-6build1
libieee1284-3t64	0.2.11-14.1build1
libigdgmm12	22.3.17+ds1-1
libijs-0.35	0.35-15.1build1
libimage-exiftool-perl	12.76+dfsg-1
libimagequant0	2.18.0-1build1
libimath-3-1-29t64	3.1.9-3.1ubuntu2
libimath-dev	3.1.9-3.1ubuntu2
libimlib2t64	1.12.1-1.1build2
libimobiledevice6	1.3.0-8.1build3
libini-config5t64	0.6.2-2.1build1
libinih1	55-1ubuntu2
libinput-bin	1.25.0-1ubuntu3.1
libinput10	1.25.0-1ubuntu3.1
libio-compress-brotli-perl	0.004001-2build3
libio-html-perl	1.004-3
libio-socket-ssl-perl	2.085-1
libio-stringy-perl	2.111-3
libip4tc2	1.8.10-3ubuntu2
libip6tc2	1.8.10-3ubuntu2
libipa-hbac0t64	2.9.4-1.1ubuntu6.3
libipc-system-simple-perl	1.30-2
libipt2	2.0.6-1build1
libisl23	0.26-3build1.1
libisoburn1t64	1:1.5.6-1.1ubuntu3
libisofs6t64	1.5.6.pl01-1.1ubuntu2
libitm1	14.2.0-4ubuntu2~24.04
libiw30t64	30~pre9-16.1ubuntu2
libjansson4	2.14-2build2
libjavascriptcoregtk-4.1-0	2.48.7-0ubuntu0.24.04.2
libjavascriptcoregtk-6.0-1	2.48.7-0ubuntu0.24.04.2
libjbig-dev	2.1-6.1ubuntu2
libjbig0	2.1-6.1ubuntu2
libjbig2dec0	0.20-1build3
libjcat1	0.2.0-2build3
libjcode-pm-perl	2.06-1.1build1
libjpeg-dev	8c-2ubuntu11
libjpeg-turbo8	2.1.5-2ubuntu2
libjpeg-turbo8-dev	2.1.5-2ubuntu2
libjpeg8	8c-2ubuntu11
libjpeg8-dev	8c-2ubuntu11
libjq1	1.7.1-3ubuntu0.24.04.1
libjs-async	0.8.0-6
libjs-events	3.3.0+~3.0.0-3
libjs-inherits	2.0.4-6
libjs-is-typedarray	1.0.0-4
libjs-jquery	3.6.1+dfsg+~3.5.14-1
libjs-prettify	2015.12.04+dfsg-1.1
libjs-regenerate	1.4.2-3
libjs-source-map	0.7.0++dfsg2+really.0.6.1-15
libjs-sphinxdoc	7.2.6-6
libjs-sprintf-js	1.1.2+ds1+~1.1.2-1
libjs-typedarray-to-buffer	4.0.0-2
libjs-underscore	1.13.4~dfsg+~1.11.4-3
libjs-util	0.12.5+~1.0.10-1
libjson-c5	0.17-1build1
libjson-glib-1.0-0	1.8.0-2build2
libjson-glib-1.0-common	1.8.0-2build2
libjsoncpp25	1.9.5-6build1
libjxl0.7	0.7.0-10.2ubuntu6.1
libjxr-tools	1.2~git20170615.f752187-5.1ubuntu2
libjxr0t64	1.2~git20170615.f752187-5.1ubuntu2
libk5crypto3	1.20.1-6ubuntu2.6
libkeybinder-3.0-0	0.3.2-1.1build2
libkeyutils1	1.6.3-3build1
libklibc	2.0.13-4ubuntu0.1
libkmlbase1t64	1.3.0-12build1
libkmldom1t64	1.3.0-12build1
libkmlengine1t64	1.3.0-12build1
libkmod2	31+20240202-2ubuntu7.1
libkpathsea6	2023.20230311.66589-9build3
libkrb5-3	1.20.1-6ubuntu2.6
libkrb5support0	1.20.1-6ubuntu2.6
libksba8	1.6.6-1build1
liblapack3	3.12.0-3build1.1
liblc3-1	1.0.4-3build1
liblcms2-2	2.14-2build1
liblcms2-utils	2.14-2build1
libldacbt-abr2	2.0.2.3+git20200429+ed310a0-4ubuntu2
libldacbt-enc2	2.0.2.3+git20200429+ed310a0-4ubuntu2
libldap-common	2.6.7+dfsg-1~exp1ubuntu8.2
libldap2	2.6.7+dfsg-1~exp1ubuntu8.2
libldb2	2:2.8.0+samba4.19.5+dfsg-4ubuntu9.4
liblept5	1.82.0-3build4
liblerc-dev	4.0.0+ds-4ubuntu2
liblerc4	4.0.0+ds-4ubuntu2
liblilv-0-0	0.24.22-1build1
libllvm17t64	1:17.0.6-9ubuntu1
libllvm18	1:18.1.3-1ubuntu1
libllvm19	1:19.1.1-1ubuntu1~24.04.2
libllvm20	1:20.1.2-0ubuntu1~24.04.2
liblmdb0	0.9.31-1build1
liblocale-gettext-perl	1.07-6ubuntu5
liblouis-data	3.29.0-1build1
liblouis20	3.29.0-1build1
liblouisutdml-bin	2.12.0-3.1build1
liblouisutdml-data	2.12.0-3.1build1
liblouisutdml9t64	2.12.0-3.1build1
liblqr-1-0	0.4.2-2.1build2
liblsan0	14.2.0-4ubuntu2~24.04
libltdl7	2.4.7-7build1
liblua5.4-0	5.4.6-3build2
liblvm2cmd2.03	2.03.16-3ubuntu3.2
liblwp-mediatypes-perl	6.04-2
liblwp-protocol-https-perl	6.13-1
liblz4-1	1.9.4-1build1.1
liblzma-dev	5.6.1+really5.4.5-1ubuntu0.2
liblzma5	5.6.1+really5.4.5-1ubuntu0.2
liblzo2-2	2.10-2build4
libm17n-0	1.8.4-1build2
libmagic-mgc	1:5.45-3build1
libmagic1t64	1:5.45-3build1
libmagickcore-6.q16-7-extra	8:6.9.12.98+dfsg1-5.2build2
libmagickcore-6.q16-7t64	8:6.9.12.98+dfsg1-5.2build2
libmagickwand-6.q16-7t64	8:6.9.12.98+dfsg1-5.2build2
libmailtools-perl	2.21-2
libmalcontent-0-0	0.11.1-1ubuntu1.3
libmanette-0.2-0	0.2.7-1build2
libmarisa0	0.2.6-14ubuntu4
libmaxminddb0	1.9.1-1build1
libmbedcrypto7t64	2.28.8-1
libmbim-glib4	1.31.2-0ubuntu3
libmbim-proxy	1.31.2-0ubuntu3
libmbim-utils	1.31.2-0ubuntu3
libmd0	1.1.0-2build1.1
libmd4c0	0.4.8-1build1
libmediaart-2.0-0	1.9.6-1build2
libmime-charset-perl	1.013.1-2
libminizip1t64	1:1.3.dfsg-3.1ubuntu2.1
libmm-glib0	1.23.4-0ubuntu2
libmnl0	1.0.5-2build1
libmount-dev	2.39.3-9ubuntu6.3
libmount1	2.39.3-9ubuntu6.3
libmozjs-115-0t64	115.10.0-1
libmp3lame0	3.100-6build1
libmpc3	1.3.1-1build1.1
libmpeg2-4	0.5.1-9build1
libmpfr6	4.2.1-1build1.1
libmpg123-0t64	1.32.5-1ubuntu1.1
libmsgraph-0-1	0.2.1-0ubuntu3
libmtdev1t64	1.1.6-1.1build1
libmtp-common	1.1.21-3.1build1
libmtp-runtime	1.1.21-3.1build1
libmtp9t64	1.1.21-3.1build1
libmujs3	1.3.3-3build2
libmunge2	0.5.15-4build1
libmutter-14-0	46.2-1ubuntu0.24.04.10
libmysofa1	1.3.2+dfsg-2ubuntu2
libmysqlclient21	8.0.44-0ubuntu0.24.04.1
libnautilus-extension4	1:46.4-0ubuntu0.1
libncurses-dev	6.4+20240113-1ubuntu2
libncurses6	6.4+20240113-1ubuntu2
libncursesw6	6.4+20240113-1ubuntu2
libndp0	1.8-1fakesync1ubuntu0.24.04.1
libnet-dbus-perl	1.2.0-2build3
libnet-http-perl	6.23-1
libnet-smtp-ssl-perl	1.04-2
libnet-ssleay-perl	1.94-1build4
libnetcdf19t64	1:4.9.2-5ubuntu4
libnetfilter-conntrack3	1.0.9-6build1
libnetpbm11t64	2:11.05.02-1.1build1
libnetplan1	1.1.2-2~ubuntu24.04.2
libnettle8t64	3.9.1-2.2build1.1
libnewt0.52	0.52.24-2ubuntu2
libnfnetlink0	1.0.2-2build1
libnfs14	5.0.2-1build1
libnfsidmap1	1:2.6.4-3ubuntu5.1
libnftables1	1.0.9-1build1
libnftnl11	1.2.6-2build1
libnghttp2-14	1.59.0-1ubuntu0.2
libnice10	0.1.21-2build3
libnl-3-200	3.7.0-0.3build1.1
libnl-genl-3-200	3.7.0-0.3build1.1
libnl-route-3-200	3.7.0-0.3build1.1
libnm0	1.46.0-1ubuntu2.4
libnma-common	1.10.6-3build2
libnma-gtk4-0	1.10.6-3build2
libnma0	1.10.6-3build2
libnode-dev	18.19.1+dfsg-6ubuntu5
libnode109	18.19.1+dfsg-6ubuntu5
libnorm1t64	1.5.9+dfsg-3.1build1
libnotify-bin	0.8.3-1build2
libnotify4	0.8.3-1build2
libnpth0t64	1.6-3.1build1
libnspr4	2:4.35-1.1build1
libnss-mdns	0.15.1-4build1
libnss-sss	2.9.4-1.1ubuntu6.3
libnss-systemd	255.4-1ubuntu8.11
libnss3	2:3.98-1build1
libntfs-3g89t64	1:2022.10.3-1.2ubuntu3
libnuma-dev	2.0.18-1build1
libnuma1	2.0.18-1build1
libnvme1t64	1.8-3ubuntu1
libodbc2	2.3.12-1ubuntu0.24.04.1
libodbcinst2	2.3.12-1ubuntu0.24.04.1
libogdi4.1	4.1.1+ds-3build1
libogg0	1.3.5-3build1
libole-storage-lite-perl	0.22-1
libonig5	6.9.9-1build1
libopencc-data	1.1.7+ds1-1build1
libopencc1.1	1.1.7+ds1-1build1
libopencv-calib3d-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-calib3d406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-contrib-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-contrib406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-core-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-core406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-dnn-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-dnn406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-features2d-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-features2d406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-flann-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-flann406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-highgui-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-highgui406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-imgcodecs-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-imgcodecs406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-imgproc-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-imgproc406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-java	4.6.0+dfsg-13.1ubuntu1
libopencv-ml-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-ml406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-objdetect-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-objdetect406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-photo-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-photo406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-shape-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-shape406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-stitching-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-stitching406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-superres-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-superres406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-video-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-video406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-videoio-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-videoio406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-videostab-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-videostab406t64	4.6.0+dfsg-13.1ubuntu1
libopencv-viz-dev	4.6.0+dfsg-13.1ubuntu1
libopencv-viz406t64	4.6.0+dfsg-13.1ubuntu1
libopencv406-jni	4.6.0+dfsg-13.1ubuntu1
libopenexr-3-1-30	3.1.5-5.1build3
libopenexr-dev	3.1.5-5.1build3
libopengl-dev	1.7.0-1build1
libopengl0	1.7.0-1build1
libopenjp2-7	2.5.0-2ubuntu0.4
libopenmpi3t64	4.1.6-7ubuntu2
libopenmpt0t64	0.7.3-1.1build3
libopus0	1.4-1build1
liborc-0.4-0t64	1:0.4.38-1ubuntu0.1
libotf1	0.9.16-4build2
libp11-kit0	0.25.3-4ubuntu2.1
libpackagekit-glib2-18	1.2.8-2ubuntu1.4
libpam-cap	1:2.66-5ubuntu2.2
libpam-fprintd	1.94.3-1
libpam-gnome-keyring	46.1-2build1
libpam-modules	1.5.3-5ubuntu5.5
libpam-modules-bin	1.5.3-5ubuntu5.5
libpam-pwquality	1.4.5-3build1
libpam-runtime	1.5.3-5ubuntu5.5
libpam-sss	2.9.4-1.1ubuntu6.3
libpam-systemd	255.4-1ubuntu8.11
libpam0g	1.5.3-5ubuntu5.5
libpango-1.0-0	1.52.1+ds-1build1
libpango1.0-dev	1.52.1+ds-1build1
libpangocairo-1.0-0	1.52.1+ds-1build1
libpangoft2-1.0-0	1.52.1+ds-1build1
libpangomm-2.48-1t64	2.52.0-1build1
libpangoxft-1.0-0	1.52.1+ds-1build1
